年,月,日,気圧,降水量,平均気温,最高気温,最低気温,平均湿度,最小湿度,平均風速,最大風速（風速）,最大風速（風向）,日照時間
2003,3,27,1011.9,0.0,13.5,19.0,7.8,65.0,42.0,2.0,4.0,南,3.3
2003,3,28,1009.3,0.0,13.8,19.1,8.8,44.0,24.0,2.0,5.2,東北東,9.9
2003,3,29,1010.0,0.0,13.6,19.3,9.1,43.0,18.0,2.0,5.1,北北東,9.7
2003,3,30,1017.0,0.0,12.8,18.2,6.0,58.0,39.0,1.7,3.7,南,10.2
2003,3,31,1014.8,0.0,15.3,20.3,9.2,66.0,45.0,1.9,3.4,南,10.5
2003,4,1,1012.0,8.0,15.0,16.0,14.2,85.0,71.0,1.3,2.9,西,0.0
2003,4,2,1008.2,4.0,16.6,19.7,14.5,84.0,68.0,1.6,3.0,西南西,0.0
2003,4,3,1010.0,1.0,16.0,19.4,13.8,70.0,49.0,1.6,3.1,南,0.1
2003,4,4,1008.0,30.5,13.7,14.7,12.9,86.0,64.0,1.6,2.8,西南西,0.0
2003,4,5,1006.2,2.5,12.0,15.4,8.8,52.0,35.0,2.7,5.6,北,4.2
2003,4,6,1016.4,0.0,12.0,20.0,3.8,48.0,17.0,1.8,3.6,南,11.6
2003,4,7,1019.4,0.0,15.1,21.3,6.6,56.0,32.0,2.1,3.4,南南東,8.7
2003,4,8,1008.4,67.5,18.2,25.8,12.8,64.0,31.0,3.4,9.0,西,6.9
2003,4,9,1016.2,0.0,13.5,18.3,9.2,56.0,39.0,1.8,3.4,北北東,3.9
2003,4,10,1025.5,0.0,12.6,17.0,7.2,52.0,22.0,1.8,4.2,東,10.7
2003,4,11,1022.2,13.0,13.1,16.4,9.8,79.0,62.0,1.3,3.1,西,0.0
2003,4,12,1008.8,51.0,17.7,25.4,13.0,81.0,46.0,1.8,5.1,西南西,4.3
2003,4,13,1008.4,0.0,17.2,22.5,12.4,68.0,43.0,1.9,3.0,南東,7.9
2003,4,14,1013.4,0.0,15.5,20.3,12.4,61.0,27.0,1.4,3.3,南東,0.1
2003,4,15,1017.4,0.0,15.7,20.0,13.0,68.0,53.0,1.7,3.4,南東,5.0
2003,4,16,1023.8,0.0,16.2,22.3,10.3,67.0,37.0,1.8,4.0,南東,11.6
2003,4,17,1024.4,0.0,17.8,23.8,11.1,65.0,35.0,1.8,3.2,南南東,11.9
2003,4,18,1018.6,0.0,19.0,24.3,14.0,67.0,43.0,1.7,3.7,南,8.2
2003,4,19,1013.0,1.5,19.5,21.6,18.1,80.0,69.0,1.2,2.4,南東,0.0
2003,4,20,1011.4,0.0,21.0,24.3,18.4,85.0,73.0,1.0,2.1,南南東,0.1
2003,4,21,1016.2,0.0,18.7,23.5,11.3,51.0,27.0,3.0,6.5,北北東,9.8
2003,4,22,1023.7,0.0,15.1,20.6,9.2,47.0,18.0,1.9,4.6,南南東,12.2
2003,4,23,1019.0,0.0,17.0,20.7,12.9,67.0,55.0,1.6,3.2,西,0.0
2003,4,24,1013.2,12.0,19.3,22.7,16.2,88.0,78.0,1.3,2.7,西,0.0
2003,4,25,1009.6,15.5,21.3,23.2,20.0,89.0,80.0,2.1,6.9,南南西,0.0
2003,4,26,1008.5,1.0,21.0,26.4,14.8,61.0,40.0,2.4,5.0,西南西,6.7
2003,4,27,1017.5,0.0,17.5,24.8,11.2,61.0,27.0,1.8,4.1,南東,11.0
2003,4,28,1021.9,0.0,18.3,23.7,13.0,65.0,42.0,1.9,3.6,南東,8.8
2003,4,29,1017.5,5.0,19.6,24.8,13.8,69.0,48.0,1.9,4.0,南東,7.5
2003,4,30,1009.1,18.0,17.8,21.1,11.5,71.0,47.0,1.9,5.0,南南西,0.0
2003,5,1,1019.2,0.0,15.5,21.3,9.0,63.0,38.0,2.1,4.2,南東,11.3
2003,5,2,1018.2,0.0,18.4,25.0,11.1,70.0,49.0,1.9,3.6,南,9.4
2003,5,3,1014.9,0.0,20.1,25.2,14.4,70.0,47.0,2.0,3.9,南東,12.5
2003,5,4,1013.8,0.0,20.9,25.9,15.9,70.0,44.0,1.7,3.7,南東,7.0
2003,5,5,1013.4,0.0,22.2,28.0,17.6,67.0,44.0,1.7,3.7,東南東,11.0
2003,5,6,1014.0,4.0,20.0,23.3,17.6,79.0,62.0,1.3,2.8,北東,0.1
2003,5,7,1009.4,16.5,21.7,25.9,19.0,88.0,73.0,1.4,3.0,南,0.6
2003,5,8,1005.0,27.0,21.4,29.1,13.8,69.0,44.0,2.2,5.7,北北東,7.3
2003,5,9,1014.8,0.0,17.2,22.9,12.3,47.0,20.0,2.1,4.3,南東,12.2
2003,5,10,1019.4,9.0,16.3,22.1,11.8,74.0,46.0,1.7,3.2,西,0.2
2003,5,11,1019.9,52.0,16.6,17.4,15.7,89.0,82.0,1.5,2.8,西,0.0
2003,5,12,1022.0,0.0,19.5,24.0,16.1,75.0,53.0,1.9,3.6,西,0.7
2003,5,13,1021.2,1.0,20.1,23.3,18.1,76.0,56.0,1.8,2.9,東南東,0.0
2003,5,14,1011.8,96.5,18.3,19.4,17.4,90.0,86.0,1.6,5.9,東北東,0.0
2003,5,15,1004.5,43.5,20.2,23.6,18.3,87.0,74.0,1.1,2.8,西,0.0
2003,5,16,1007.5,0.0,21.3,27.3,17.1,65.0,31.0,1.8,4.3,北東,7.3
2003,5,17,1009.2,0.0,19.8,25.3,15.1,63.0,39.0,1.7,3.6,南,7.5
2003,5,18,1008.9,0.0,20.3,25.7,15.5,70.0,47.0,1.8,4.0,南東,4.7
2003,5,19,1009.3,44.0,21.3,27.0,18.5,75.0,48.0,1.7,3.5,南,2.5
2003,5,20,1009.9,15.5,20.6,25.0,17.3,79.0,61.0,1.5,3.8,南東,3.2
2003,5,21,1013.1,0.0,20.0,28.8,13.9,58.0,15.0,1.8,3.8,南南東,10.8
2003,5,22,1015.8,0.0,20.2,25.6,15.4,61.0,41.0,1.8,2.8,西,5.3
2003,5,23,1017.4,0.0,21.3,26.3,16.6,65.0,40.0,1.9,3.8,南,9.7
2003,5,24,1018.0,0.0,20.5,25.0,16.4,65.0,47.0,1.4,3.9,東南東,2.1
2003,5,25,1015.2,7.5,19.8,23.2,17.6,73.0,55.0,2.1,5.8,東,0.0
2003,5,26,1012.5,38.0,18.8,21.9,16.9,81.0,63.0,1.6,3.8,東北東,0.0
2003,5,27,1013.3,0.5,20.6,24.9,17.4,76.0,57.0,1.6,3.5,東南東,0.6
2003,5,28,1016.2,0.0,22.1,26.4,18.5,68.0,47.0,1.8,4.1,南東,5.0
2003,5,29,1017.6,0.0,22.3,26.0,18.7,66.0,48.0,2.4,5.2,南東,5.2
2003,5,30,1010.6,39.0,20.5,21.8,18.8,81.0,68.0,2.4,6.3,東南東,0.0
2003,5,31,992.1,77.0,21.4,23.8,18.9,88.0,81.0,3.4,10.8,東南東,0.0
2003,6,1,1001.5,0.0,22.7,27.4,17.3,52.0,29.0,2.3,5.5,北西,9.8
2003,6,2,1008.2,0.0,20.7,25.9,14.6,65.0,30.0,2.1,3.7,南東,11.8
2003,6,3,1011.6,0.0,21.7,27.0,15.7,61.0,30.0,1.8,3.4,南,9.3
2003,6,4,1008.3,0.0,20.5,26.3,17.1,69.0,42.0,2.0,4.4,西南西,0.8
2003,6,5,1009.0,0.0,22.0,28.4,16.5,70.0,42.0,1.8,4.6,南東,11.2
2003,6,6,1010.0,0.0,23.0,28.0,17.4,68.0,41.0,1.8,4.1,南東,10.9
2003,6,7,1011.8,10.0,21.2,25.5,18.6,75.0,54.0,1.4,4.8,南,4.4
2003,6,8,1014.6,0.0,22.2,27.2,16.6,69.0,44.0,1.7,3.3,南東,11.5
2003,6,9,1013.9,0.5,22.4,27.5,17.8,69.0,47.0,2.1,5.2,東南東,4.2
2003,6,10,1010.1,5.0,20.4,22.9,18.9,84.0,70.0,1.8,3.0,西,0.0
2003,6,11,1007.9,0.5,22.4,26.3,18.6,76.0,57.0,2.0,3.2,西,0.8
2003,6,12,1005.7,16.0,23.1,26.6,21.3,83.0,62.0,1.6,2.9,東,0.0
2003,6,13,1004.3,23.5,26.3,31.4,23.2,77.0,51.0,1.8,4.3,東南東,9.0
2003,6,14,1007.4,19.0,22.0,23.5,20.6,82.0,73.0,1.4,2.7,西,0.0
2003,6,15,1010.3,16.5,21.3,22.3,20.5,89.0,80.0,1.0,2.5,東,0.0
2003,6,16,1012.7,38.0,21.9,23.0,21.1,90.0,84.0,1.0,2.5,東北東,0.0
2003,6,17,1014.0,12.5,22.3,23.7,21.2,88.0,76.0,1.0,1.9,東,0.0
2003,6,18,1012.5,47.5,21.7,22.5,21.1,91.0,87.0,0.9,2.1,西,0.0
2003,6,19,1006.9,17.5,23.9,26.1,21.1,88.0,84.0,2.8,6.7,東南東,0.0
2003,6,20,1008.8,0.0,24.9,28.4,21.9,76.0,57.0,1.8,3.6,南東,6.6
2003,6,21,1011.9,0.0,25.0,29.6,20.3,73.0,54.0,1.6,3.0,南東,7.4
2003,6,22,1011.0,6.0,23.0,25.4,21.7,82.0,72.0,1.5,3.0,西,0.0
2003,6,23,1006.2,24.0,22.9,26.2,21.2,84.0,67.0,1.2,2.3,東北東,0.3
2003,6,24,1000.3,27.5,24.3,28.9,21.8,87.0,69.0,1.5,3.3,東,1.0
2003,6,25,1001.4,14.5,24.3,28.1,21.0,76.0,48.0,1.6,3.2,南東,2.6
2003,6,26,1005.4,0.0,24.4,29.6,18.7,65.0,44.0,1.7,3.4,南東,10.9
2003,6,27,1008.0,0.5,22.2,24.9,19.7,77.0,63.0,1.5,3.0,西,0.0
2003,6,28,1004.1,31.5,23.9,27.3,21.6,87.0,75.0,1.3,2.9,東北東,0.0
2003,6,29,1005.9,0.0,25.4,30.9,21.7,71.0,47.0,1.5,3.8,南東,9.3
2003,6,30,1007.4,0.0,24.1,27.4,22.0,75.0,57.0,1.4,3.1,西,0.8
2003,7,1,1006.6,36.5,21.0,22.8,19.6,89.0,76.0,1.2,2.8,西,0.0
2003,7,2,1011.2,0.0,24.3,29.2,19.2,70.0,44.0,1.9,3.6,南南西,11.0
2003,7,3,1009.6,3.5,22.6,24.8,20.7,87.0,81.0,1.3,2.6,西,0.0
2003,7,4,1005.9,2.5,25.1,28.4,22.4,75.0,52.0,1.8,4.9,西南西,1.4
2003,7,5,1007.1,0.5,25.3,30.2,21.9,77.0,59.0,1.4,3.1,南南東,3.5
2003,7,6,1008.8,0.0,26.3,30.6,22.8,76.0,51.0,1.4,2.9,東北東,0.2
2003,7,7,1009.3,0.0,28.0,32.5,24.5,75.0,59.0,1.6,3.4,南東,10.8
2003,7,8,1011.1,0.0,28.0,32.6,25.5,73.0,48.0,1.4,2.8,東,2.6
2003,7,9,1012.0,10.5,27.7,31.8,24.8,75.0,57.0,1.6,3.4,南東,8.5
2003,7,10,1010.0,0.0,27.7,30.8,25.0,79.0,63.0,1.8,3.4,南東,3.8
2003,7,11,1009.5,8.0,27.8,31.7,24.7,78.0,60.0,1.6,3.3,南東,6.6
2003,7,12,1007.7,21.5,26.9,31.5,24.5,81.0,63.0,1.5,4.2,西南西,4.0
2003,7,13,1003.6,33.5,25.0,26.9,23.8,86.0,73.0,1.1,2.8,東,0.0
2003,7,14,1000.5,2.0,25.7,29.7,23.1,63.0,45.0,1.8,4.7,東北東,11.1
2003,7,15,1004.8,0.0,24.0,28.2,20.3,68.0,51.0,1.6,3.7,南東,2.4
2003,7,16,1007.6,0.0,24.9,29.9,19.5,65.0,43.0,1.8,3.6,南南西,11.2
2003,7,17,1011.6,0.0,24.9,29.1,20.7,69.0,49.0,1.7,3.7,南,7.1
2003,7,18,1010.8,61.5,23.6,25.8,22.3,87.0,75.0,1.8,3.6,東,0.0
2003,7,19,1010.4,12.5,25.7,29.0,23.8,81.0,68.0,1.6,3.2,東,0.3
2003,7,20,1012.0,0.0,26.2,29.3,23.6,78.0,65.0,1.4,3.0,南東,1.9
2003,7,21,1011.4,14.5,25.8,30.2,23.7,83.0,65.0,1.2,3.2,西南西,2.1
2003,7,22,1013.7,0.0,26.2,30.1,23.0,76.0,61.0,1.5,3.7,南東,3.9
2003,7,23,1013.1,0.5,26.2,28.3,24.6,80.0,69.0,1.1,2.1,南,0.0
2003,7,24,1009.8,17.5,28.2,33.4,23.8,70.0,50.0,1.3,2.8,南東,7.6
2003,7,25,1008.9,0.0,27.3,32.2,22.8,63.0,42.0,1.6,3.5,南東,8.8
2003,7,26,1009.2,0.0,25.5,31.4,21.8,67.0,37.0,1.6,4.5,南東,9.0
2003,7,27,1010.9,0.0,24.8,29.5,21.9,64.0,43.0,1.6,3.5,南西,2.0
2003,7,28,1010.8,0.0,25.3,29.1,22.2,66.0,51.0,1.5,2.6,西,0.2
2003,7,29,1006.7,42.0,24.0,25.6,23.1,85.0,74.0,1.3,3.2,西,0.0
2003,7,30,1001.7,6.5,27.0,33.9,22.9,76.0,47.0,1.6,4.5,東北東,8.9
2003,7,31,1004.9,0.0,27.3,31.7,23.9,70.0,47.0,1.8,4.3,南東,9.8
2003,8,1,1007.3,0.0,27.6,31.5,24.4,68.0,53.0,1.5,3.5,南東,10.0
2003,8,2,1009.8,0.0,27.6,32.5,22.7,70.0,49.0,1.8,3.0,南,10.9
2003,8,3,1010.8,0.0,28.3,32.9,24.4,72.0,53.0,1.8,3.7,南東,8.9
2003,8,4,1010.7,0.0,28.9,33.3,24.9,70.0,52.0,2.0,3.7,南東,11.5
2003,8,5,1010.6,0.0,28.9,33.0,25.2,71.0,53.0,1.7,3.5,南南東,10.0
2003,8,6,1010.8,11.0,28.7,33.0,25.3,72.0,52.0,1.7,3.6,南南東,9.5
2003,8,7,1007.4,22.0,26.5,29.7,25.1,84.0,64.0,1.1,2.5,東南東,2.2
2003,8,8,985.2,153.5,27.0,30.0,23.3,78.0,55.0,6.1,12.7,東,0.0
2003,8,9,990.7,0.0,29.6,33.7,25.7,61.0,44.0,3.1,6.6,西,6.0
2003,8,10,1003.7,16.0,27.1,31.1,24.7,73.0,55.0,1.6,3.1,南南東,3.6
2003,8,11,1006.6,0.0,27.1,31.5,23.8,75.0,53.0,1.6,3.5,南東,7.1
2003,8,12,1007.4,3.5,27.3,31.3,25.1,78.0,54.0,1.4,3.0,西,0.1
2003,8,13,1010.1,0.0,25.8,29.6,23.3,73.0,60.0,1.7,2.8,南東,0.1
2003,8,14,1007.9,135.5,22.2,24.1,20.9,89.0,81.0,1.4,3.6,北北西,0.0
2003,8,15,1009.6,28.0,24.5,29.0,21.0,79.0,60.0,1.2,2.4,東南東,0.1
2003,8,16,1014.0,7.5,25.0,28.7,21.8,80.0,58.0,1.2,2.9,南東,0.2
2003,8,17,1015.8,89.5,24.9,26.7,23.9,90.0,80.0,1.1,2.7,北東,0.0
2003,8,18,1015.0,23.5,27.0,30.4,24.3,82.0,68.0,1.4,3.2,南東,1.5
2003,8,19,1014.1,0.0,27.9,32.2,24.1,76.0,55.0,1.6,3.8,南東,11.3
2003,8,20,1015.3,0.0,28.1,32.0,24.3,73.0,54.0,1.7,3.5,南東,12.1
2003,8,21,1016.4,0.0,28.3,32.2,24.3,73.0,54.0,1.5,3.4,南東,10.0
2003,8,22,1015.4,0.0,28.9,33.3,25.1,72.0,53.0,1.8,3.4,南東,11.0
2003,8,23,1013.0,0.0,28.9,33.0,25.2,73.0,58.0,1.7,3.7,南南東,10.1
2003,8,24,1012.0,0.0,29.0,32.9,25.9,72.0,55.0,1.8,3.7,南東,9.1
2003,8,25,1010.7,13.5,28.2,32.7,25.1,75.0,58.0,1.9,3.9,東,8.2
2003,8,26,1008.5,9.5,27.1,30.3,25.4,82.0,65.0,1.4,2.8,南東,0.3
2003,8,27,1008.2,0.0,28.1,33.2,24.3,70.0,47.0,1.5,3.5,南東,7.4
2003,8,28,1009.0,0.0,28.2,31.4,25.3,75.0,64.0,1.5,2.5,南東,0.9
2003,8,29,1009.2,0.5,28.5,32.6,25.4,75.0,59.0,1.6,3.4,南東,4.9
2003,8,30,1009.7,0.0,27.9,32.5,24.0,68.0,47.0,1.9,3.2,西,3.2
2003,8,31,1010.3,0.0,29.1,33.4,26.0,72.0,52.0,1.9,3.8,南東,8.8
2003,9,1,1014.7,0.0,29.2,33.3,26.3,71.0,50.0,1.8,3.7,南東,9.4
2003,9,2,1017.3,0.0,29.2,33.6,24.9,70.0,52.0,1.7,3.7,南東,11.5
2003,9,3,1016.9,0.0,29.5,34.2,25.9,72.0,53.0,1.6,3.6,南南東,9.2
2003,9,4,1014.9,32.5,28.5,34.6,25.3,73.0,46.0,2.0,4.3,西南西,9.2
2003,9,5,1013.4,0.0,28.8,32.9,24.8,74.0,55.0,1.9,3.6,南東,9.8
2003,9,6,1011.2,0.0,29.3,33.6,25.3,71.0,51.0,1.7,3.7,南東,10.8
2003,9,7,1012.0,1.5,28.9,33.3,25.1,72.0,47.0,1.9,3.4,南,9.0
2003,9,8,1013.5,21.5,28.6,33.1,24.9,74.0,47.0,1.7,3.4,南東,8.2
2003,9,9,1012.7,17.5,27.7,32.1,25.0,77.0,54.0,1.6,5.5,西,5.1
2003,9,10,1011.5,34.0,26.1,29.3,23.8,82.0,64.0,1.3,3.2,東北東,1.1
2003,9,11,1012.8,12.0,27.7,32.0,24.5,79.0,60.0,1.5,2.9,東南東,4.4
2003,9,12,1011.7,119.5,27.1,30.4,24.8,84.0,70.0,2.3,5.7,南南西,0.8
2003,9,13,1009.6,0.5,29.2,34.0,23.8,66.0,38.0,2.6,5.5,南南西,8.6
2003,9,14,1012.3,0.0,26.2,33.3,21.1,62.0,34.0,1.8,3.3,南南西,11.5
2003,9,15,1014.4,0.0,24.7,30.9,20.4,58.0,31.0,2.0,3.2,西,8.7
2003,9,16,1015.2,0.0,24.9,30.4,20.4,67.0,44.0,1.7,4.4,南,5.1
2003,9,17,1015.1,0.0,25.5,30.5,21.3,68.0,46.0,1.4,3.4,南南東,10.5
2003,9,18,1013.0,0.0,26.0,31.5,21.3,66.0,40.0,1.8,3.5,南,10.8
2003,9,19,1010.0,0.0,26.1,30.7,21.5,69.0,42.0,1.7,3.6,南南西,9.8
2003,9,20,1006.1,6.5,23.9,25.2,22.7,80.0,63.0,1.2,2.7,西,0.0
2003,9,21,1002.1,0.0,23.3,26.2,19.5,50.0,42.0,3.4,6.3,北東,6.5
2003,9,22,1010.0,0.0,22.3,26.4,19.9,45.0,34.0,2.9,5.7,北北東,10.9
2003,9,23,1017.1,1.5,20.3,23.4,16.9,65.0,46.0,1.6,3.7,西,0.5
2003,9,24,1016.4,15.0,21.4,23.4,19.0,88.0,84.0,2.0,3.4,西,0.0
2003,9,25,1014.3,41.5,24.5,29.4,21.9,83.0,66.0,1.7,3.5,西,3.6
2003,9,26,1012.6,0.0,24.8,31.0,20.8,71.0,43.0,1.7,3.5,南東,10.2
2003,9,27,1010.1,0.0,23.6,30.2,18.1,52.0,19.0,2.0,4.4,北北東,11.5
2003,9,28,1009.4,0.0,23.0,28.3,18.4,50.0,35.0,2.4,5.8,北東,11.4
2003,9,29,1009.4,0.0,22.4,27.0,17.1,48.0,32.0,2.1,5.1,北,10.0
2003,9,30,1013.7,0.0,20.3,25.0,15.6,42.0,30.0,2.2,4.4,北北東,11.3
2003,10,1,1014.9,0.0,20.0,26.2,13.5,63.0,46.0,1.9,3.3,南東,10.5
2003,10,2,1013.4,0.0,23.1,30.3,17.0,59.0,33.0,2.2,5.2,南西,10.1
2003,10,3,1016.2,0.0,21.8,27.9,17.2,52.0,25.0,1.5,3.4,南南西,7.2
2003,10,4,1017.5,0.0,20.9,26.8,16.5,50.0,32.0,1.6,3.0,北北東,5.4
2003,10,5,1019.2,0.0,20.0,25.5,15.3,51.0,29.0,1.7,3.2,西南西,5.4
2003,10,6,1019.8,3.5,16.6,19.0,14.3,80.0,67.0,1.4,2.5,西,0.0
2003,10,7,1019.4,0.0,17.0,21.0,13.9,72.0,47.0,1.5,3.0,西,0.0
2003,10,8,1018.2,0.0,19.1,26.8,15.4,63.0,26.0,1.8,3.0,西,5.3
2003,10,9,1020.3,0.0,20.1,26.2,13.8,67.0,41.0,1.6,3.1,南,9.7
2003,10,10,1020.3,0.0,21.4,26.9,16.3,68.0,39.0,1.5,2.6,南南東,5.2
2003,10,11,1015.6,4.0,20.0,21.5,18.2,80.0,65.0,2.4,3.4,西,0.0
2003,10,12,1010.9,11.0,24.4,27.7,20.5,85.0,77.0,2.3,5.0,東南東,0.2
2003,10,13,1007.9,103.5,23.5,27.3,20.1,68.0,52.0,2.2,7.1,東,1.1
2003,10,14,1010.2,23.0,18.2,20.4,16.0,83.0,60.0,1.0,2.0,西,0.0
2003,10,15,1011.4,0.0,17.3,23.1,13.5,64.0,31.0,1.7,3.7,東北東,6.9
2003,10,16,1014.9,0.0,17.2,23.3,11.5,57.0,28.0,1.8,3.9,北北東,9.4
2003,10,17,1016.4,0.0,17.7,23.1,13.2,52.0,30.0,1.5,3.3,南東,10.6
2003,10,18,1016.3,0.0,17.4,25.3,11.3,56.0,23.0,1.8,3.9,北北東,10.4
2003,10,19,1018.4,0.0,16.9,23.4,11.5,54.0,21.0,2.1,3.8,北北東,9.3
2003,10,20,1017.8,0.0,16.9,23.7,10.4,59.0,28.0,2.0,3.3,西,7.4
2003,10,21,1013.6,23.0,17.9,20.5,15.6,89.0,81.0,1.6,3.4,西南西,0.0
2003,10,22,1009.7,0.0,20.0,26.3,15.6,59.0,30.0,1.8,3.6,東南東,10.4
2003,10,23,1010.3,0.0,15.9,21.5,11.0,46.0,24.0,2.0,4.4,西,10.0
2003,10,24,1014.5,0.0,13.7,20.3,7.4,56.0,26.0,1.8,3.4,南西,10.4
2003,10,25,1013.0,0.0,15.4,23.6,8.3,57.0,21.0,1.7,3.1,西,10.3
2003,10,26,1014.6,0.0,16.4,23.0,10.5,60.0,35.0,2.0,3.6,南西,9.7
2003,10,27,1021.0,7.0,17.3,23.5,12.2,67.0,42.0,1.8,4.3,西,4.7
2003,10,28,1017.6,0.5,18.5,23.1,14.5,78.0,55.0,1.7,4.0,南南西,2.4
2003,10,29,1016.0,0.0,16.4,22.9,11.3,51.0,27.0,1.8,5.6,西,10.3
2003,10,30,1017.4,0.0,15.9,23.2,9.4,60.0,33.0,1.8,3.3,南南東,10.0
2003,10,31,1019.3,0.0,17.4,24.2,11.7,66.0,40.0,1.6,3.5,南東,9.3
2003,11,1,1020.1,0.0,19.0,25.4,12.9,66.0,35.0,1.4,2.5,南,8.1
2003,11,2,1019.5,1.0,18.9,20.5,17.6,84.0,77.0,1.5,2.9,西,0.0
2003,11,3,1015.2,15.5,19.2,20.7,16.4,90.0,85.0,1.1,2.1,西南西,0.0
2003,11,4,1019.6,0.0,18.9,25.3,15.0,74.0,40.0,1.7,3.0,南南西,6.3
2003,11,5,1020.5,44.5,17.8,21.6,15.1,84.0,66.0,1.3,2.6,西,0.8
2003,11,6,1015.1,16.5,19.4,21.5,17.3,89.0,84.0,1.3,3.0,西,0.0
2003,11,7,1015.5,0.0,20.8,25.9,16.6,79.0,59.0,1.5,3.0,南南西,6.0
2003,11,8,1015.8,0.0,19.0,24.9,14.5,71.0,43.0,1.6,2.8,西,9.1
2003,11,9,1016.3,2.0,18.3,22.0,15.8,79.0,64.0,1.3,2.7,西,0.1
2003,11,10,1017.7,23.0,16.6,17.5,15.8,88.0,76.0,1.2,2.9,西,0.0
2003,11,11,1012.2,11.5,19.3,25.8,15.7,73.0,47.0,1.9,4.4,北北西,4.8
2003,11,12,1016.8,0.0,17.1,20.7,14.0,56.0,41.0,2.1,5.1,北北東,8.5
2003,11,13,1020.2,0.0,15.3,21.8,11.2,61.0,34.0,2.0,6.0,西北西,8.9
2003,11,14,1027.6,0.0,13.9,19.4,7.9,61.0,36.0,1.6,3.1,南東,8.6
2003,11,15,1023.1,0.0,15.8,21.0,11.6,76.0,51.0,1.5,2.6,西,1.7
2003,11,16,1016.9,0.0,17.7,24.5,13.7,63.0,28.0,2.2,5.5,西,8.7
2003,11,17,1024.3,0.0,14.5,19.9,10.0,41.0,23.0,1.9,4.4,東北東,9.6
2003,11,18,1025.6,0.0,13.2,20.2,6.8,60.0,31.0,1.7,3.0,西,9.4
2003,11,19,1019.6,0.5,15.7,18.2,12.9,81.0,73.0,1.5,3.4,西北西,0.0
2003,11,20,1011.6,13.5,17.5,18.5,16.1,90.0,86.0,1.6,2.4,西,0.0
2003,11,21,1008.3,1.5,18.2,23.4,11.9,69.0,45.0,2.4,7.5,西,4.2
2003,11,22,1021.6,0.0,11.3,14.5,6.1,48.0,30.0,2.2,5.8,北東,8.9
2003,11,23,1030.6,0.0,10.3,17.1,4.6,57.0,23.0,1.6,3.0,西,9.6
2003,11,24,1028.4,2.5,12.7,17.8,6.3,74.0,54.0,1.8,3.8,西,0.5
2003,11,25,1021.8,0.5,16.6,23.0,10.7,58.0,22.0,2.0,4.1,北東,9.2
2003,11,26,1025.4,0.0,15.8,20.7,13.0,48.0,30.0,2.1,5.1,北北東,9.2
2003,11,27,1023.2,0.5,16.0,20.0,13.3,64.0,52.0,2.2,4.7,東,0.1
2003,11,28,1020.2,53.5,14.7,15.6,13.7,90.0,87.0,1.8,3.6,西南西,0.0
2003,11,29,1011.8,93.0,18.0,20.9,15.1,90.0,79.0,1.3,3.7,西南西,0.0
2003,11,30,1010.3,0.0,16.4,18.2,14.9,63.0,47.0,2.3,5.2,北,0.0
2003,12,1,1011.6,0.0,15.3,18.4,13.1,49.0,44.0,2.9,5.7,北北東,6.6
2003,12,2,1014.6,0.0,13.9,18.8,9.1,48.0,29.0,1.8,5.2,東北東,9.3
2003,12,3,1018.8,0.0,12.3,18.4,7.4,50.0,26.0,1.8,3.5,北北東,9.3
2003,12,4,1024.7,0.0,11.1,18.2,5.4,52.0,20.0,1.9,3.8,北北東,9.2
2003,12,5,1025.4,4.5,11.7,16.6,6.8,67.0,48.0,1.6,2.7,西,0.8
2003,12,6,1015.5,18.0,15.9,21.9,12.1,75.0,52.0,1.8,5.4,西北西,4.8
2003,12,7,1021.0,0.0,10.3,14.7,4.9,53.0,25.0,1.9,5.1,北北東,8.1
2003,12,8,1026.9,0.0,6.8,12.7,2.2,57.0,30.0,1.7,4.2,南西,9.1
2003,12,9,1028.1,0.0,8.0,13.4,2.7,58.0,31.0,2.0,3.9,北北東,4.4
2003,12,10,1027.6,0.0,9.2,15.6,3.9,64.0,39.0,1.7,3.3,西,9.1
2003,12,11,1018.3,30.5,9.5,11.5,7.6,86.0,74.0,1.8,3.3,西,0.0
2003,12,12,1014.1,0.0,9.4,14.2,4.8,56.0,25.0,2.7,7.5,西,8.5
2003,12,13,1019.4,0.0,7.4,12.7,3.8,65.0,39.0,1.5,3.2,東,5.9
2003,12,14,1020.1,0.0,7.7,14.7,2.5,63.0,31.0,1.6,2.5,西,9.0
2003,12,15,1015.3,0.0,7.6,14.3,2.1,61.0,39.0,2.0,5.9,西南西,7.6
2003,12,16,1018.0,0.0,8.6,14.2,4.7,48.0,28.0,1.8,3.9,北東,8.8
2003,12,17,1015.0,0.0,8.8,13.5,3.5,61.0,40.0,1.5,4.2,西,3.8
2003,12,18,1015.4,0.0,8.0,13.2,3.8,59.0,36.0,1.3,2.8,東南東,3.1
2003,12,19,1012.7,0.0,5.2,7.9,2.6,52.0,33.0,3.1,6.8,西北西,5.6
2003,12,20,1018.8,0.0,3.9,8.6,0.7,55.0,25.0,3.2,6.9,西,8.9
2003,12,21,1025.6,0.0,5.5,11.1,1.3,63.0,36.0,1.4,3.0,南,7.9
2003,12,22,1020.9,0.0,6.6,14.9,0.4,64.0,32.0,1.5,4.1,南西,8.0
2003,12,23,1017.3,0.0,8.0,16.3,2.0,66.0,29.0,1.3,2.9,南,8.9
2003,12,24,1015.7,0.0,9.4,18.6,2.8,63.0,31.0,1.3,4.1,西,8.7
