年,月,日,気圧,降水量,平均気温,最高気温,最低気温,平均湿度,最小湿度,平均風速,最大風速（風速）,最大風速（風向）,日照時間
1973,1,1,1018.3,22.0,5.5,8.5,2.0,89.0,74.0,2.3,4.7,西,0.0
1973,1,2,1009.9,0.0,7.5,13.1,3.6,76.0,39.0,3.0,8.5,西,5.0
1973,1,3,1022.1,0.5,2.8,8.4,-0.4,68.0,34.0,2.5,6.3,西,8.8
1973,1,4,1030.9,0.0,4.4,12.6,-1.4,71.0,38.0,2.3,6.7,西南西,6.9
1973,1,5,1032.4,0.0,5.7,10.3,0.8,71.0,54.0,1.6,3.2,西南西,0.0
1973,1,6,1029.5,0.0,8.2,15.8,2.4,63.0,31.0,1.6,3.5,南,8.7
1973,1,7,1012.2,19.5,10.8,15.2,7.0,89.0,68.0,2.9,6.2,西南西,0.0
1973,1,8,1012.8,0.0,9.7,15.0,5.4,67.0,41.0,2.5,6.7,西北西,8.7
1973,1,9,1020.4,0.0,6.6,14.4,1.0,72.0,42.0,1.9,4.2,南,8.7
1973,1,10,1019.2,0.0,6.5,13.6,1.3,70.0,36.0,2.7,6.8,西,5.1
1973,1,11,1022.1,0.0,6.1,9.5,3.5,48.0,31.0,2.3,7.2,西北西,6.2
1973,1,12,1024.8,0.0,4.3,9.3,0.6,57.0,31.0,2.3,6.8,北北西,8.0
1973,1,13,1024.9,0.0,4.1,12.0,-1.4,62.0,31.0,2.1,6.2,北北東,5.4
1973,1,14,1023.3,1.0,6.7,12.4,-0.1,68.0,35.0,1.9,3.7,西南西,2.7
1973,1,15,1017.5,7.5,8.1,10.8,6.2,76.0,43.0,1.6,4.0,北,0.0
1973,1,16,1021.3,0.0,8.7,14.2,2.6,56.0,25.0,2.0,4.2,西,2.5
1973,1,17,1015.9,20.5,9.7,11.2,7.4,92.0,66.0,2.0,4.0,西,0.0
1973,1,18,1005.4,7.5,13.5,18.5,11.1,80.0,49.0,2.1,4.5,北西,1.2
1973,1,19,1015.1,0.0,9.5,16.8,4.8,65.0,27.0,1.9,5.8,北東,9.4
1973,1,20,1020.9,0.0,6.9,14.8,1.3,65.0,30.0,1.6,4.5,西,8.0
1973,1,21,1023.7,0.0,7.5,14.7,0.6,69.0,42.0,1.9,4.0,南南東,8.2
1973,1,22,1023.4,0.5,9.2,12.7,6.0,72.0,45.0,1.4,4.0,西北西,1.9
1973,1,23,1024.0,0.0,11.4,16.7,4.9,72.0,47.0,1.2,3.3,南南東,4.5
1973,1,24,1011.3,55.0,14.0,17.1,11.0,94.0,75.0,2.1,6.0,南東,0.0
1973,1,25,1007.7,0.0,11.1,14.8,6.5,64.0,42.0,2.7,7.5,北北西,8.2
1973,1,26,1014.1,0.0,6.7,10.5,3.0,69.0,45.0,1.7,5.5,東北東,4.0
1973,1,27,1019.8,0.0,4.8,9.7,0.4,66.0,37.0,1.9,5.5,北北東,6.1
1973,1,28,1026.6,0.0,5.2,9.1,1.8,53.0,33.0,2.6,6.2,北東,9.3
1973,1,29,1025.0,0.0,5.5,13.2,-1.5,61.0,30.0,2.3,5.8,西北西,8.6
1973,1,30,1025.1,0.0,6.2,14.1,0.2,61.0,34.0,1.5,3.5,東南東,9.6
1973,1,31,1025.1,0.0,7.3,15.6,0.3,65.0,36.0,2.0,4.8,南,9.3
1973,2,1,1021.4,0.0,8.0,16.5,0.4,59.0,25.0,2.2,4.3,東北東,9.2
1973,2,2,1027.2,0.0,7.2,13.2,1.8,56.0,31.0,2.6,8.8,北東,9.1
1973,2,3,1025.1,3.5,9.0,14.6,4.4,70.0,53.0,1.3,3.0,南南東,3.6
1973,2,4,1019.7,10.5,11.6,14.7,9.3,90.0,78.0,1.3,2.5,西,0.0
1973,2,5,1018.6,0.5,13.8,18.6,10.9,84.0,61.0,1.3,3.2,南南東,3.5
1973,2,6,1012.9,0.0,11.8,18.6,5.5,69.0,37.0,1.7,6.2,東北東,5.3
1973,2,7,1019.9,0.0,5.7,11.3,1.4,44.0,22.0,2.4,5.8,北北東,10.0
1973,2,8,1025.4,0.0,4.1,9.7,0.0,50.0,29.0,2.0,5.7,西北西,7.4
1973,2,9,1025.4,0.0,3.6,11.7,-2.5,53.0,21.0,2.2,7.2,西北西,9.9
1973,2,10,1025.1,0.0,5.1,10.5,-1.2,58.0,34.0,1.5,3.5,西,4.6
1973,2,11,1018.9,1.5,7.2,11.4,4.1,72.0,56.0,1.3,3.2,西南西,2.0
1973,2,12,1021.5,0.0,6.6,13.9,1.3,57.0,31.0,2.0,4.8,北,8.5
1973,2,13,1023.0,0.0,6.8,13.9,-0.2,67.0,41.0,1.7,3.7,南南東,9.7
1973,2,14,1018.0,0.0,9.9,15.0,5.5,56.0,31.0,2.5,7.3,西南西,7.5
1973,2,15,1023.6,0.0,9.0,16.5,1.3,65.0,39.0,2.0,5.2,南南東,9.1
1973,2,16,1025.0,0.0,10.4,18.2,3.9,71.0,34.0,1.6,4.7,南南東,9.8
1973,2,17,1021.7,6.5,10.0,11.8,6.1,86.0,71.0,2.2,5.2,西,0.0
1973,2,18,1013.8,2.0,14.5,18.2,11.2,89.0,70.0,1.5,4.5,西,0.2
1973,2,19,1010.0,9.0,13.6,14.4,13.0,96.0,87.0,1.2,3.0,西,0.0
1973,2,20,1008.4,3.5,10.9,16.6,5.4,70.0,34.0,2.4,9.3,西北西,4.8
1973,2,21,1020.9,0.0,7.7,14.1,1.2,64.0,37.0,1.7,5.3,南南東,10.2
1973,2,22,1007.7,29.5,10.4,14.9,7.2,89.0,71.0,2.1,5.0,北東,0.0
1973,2,23,1007.0,0.0,10.5,17.3,5.4,68.0,26.0,2.7,7.8,西南西,9.7
1973,2,24,1014.9,0.0,3.7,6.7,0.3,57.0,41.0,3.1,9.0,西,6.8
1973,2,25,1020.2,0.0,3.0,7.7,-3.1,58.0,34.0,1.5,3.2,南,9.3
1973,2,26,1015.1,0.0,7.6,14.0,3.9,55.0,33.0,1.6,3.2,南,4.5
1973,2,27,1011.6,6.0,6.4,9.0,1.6,84.0,62.0,2.1,2.8,西,0.0
1973,2,28,1006.5,3.0,10.6,17.0,6.9,89.0,58.0,1.4,3.0,東南東,4.0
1973,3,1,1010.2,0.0,9.4,16.1,4.2,56.0,28.0,2.2,7.0,北,10.3
1973,3,2,1014.1,0.0,5.7,10.4,2.2,48.0,36.0,2.0,4.0,東南東,2.6
1973,3,3,1016.0,0.0,7.0,14.6,-0.4,58.0,31.0,2.0,5.0,南東,10.6
1973,3,4,1014.1,0.0,7.6,13.2,1.6,64.0,47.0,1.6,3.0,西北西,1.0
1973,3,5,1012.7,0.0,6.8,12.2,2.7,51.0,28.0,3.2,8.8,西,8.8
1973,3,6,1021.8,0.0,5.8,10.2,1.3,50.0,32.0,2.8,6.7,北北東,7.8
1973,3,7,1021.6,0.0,7.4,13.3,0.6,59.0,34.0,2.1,4.8,南,9.7
1973,3,8,1016.7,0.0,8.8,15.5,2.9,48.0,25.0,3.1,8.7,西,10.1
1973,3,9,1023.3,0.0,9.0,14.4,2.4,46.0,21.0,2.0,5.7,北北東,8.7
1973,3,10,1017.7,5.0,8.6,11.8,6.2,77.0,63.0,0.8,2.5,西南西,0.0
1973,3,11,1017.2,2.0,8.5,14.2,2.1,71.0,38.0,1.8,3.5,西,3.6
1973,3,12,1013.2,0.5,12.7,18.3,7.8,77.0,56.0,1.9,4.3,南南東,4.2
1973,3,13,1014.0,0.0,12.1,15.3,6.8,44.0,30.0,3.1,6.2,北西,9.9
1973,3,14,1020.7,0.0,9.1,14.8,3.3,40.0,22.0,2.5,6.7,北北東,10.5
1973,3,15,1020.2,0.0,8.6,14.2,4.8,40.0,25.0,2.3,5.7,東北東,7.6
1973,3,16,1016.5,0.0,8.5,15.7,1.4,47.0,22.0,2.0,6.0,西北西,9.8
1973,3,17,1015.1,0.0,7.4,12.0,2.8,60.0,39.0,2.7,6.3,北北東,9.4
1973,3,18,1020.3,0.0,7.9,13.8,2.2,42.0,29.0,2.7,7.7,西,9.0
1973,3,19,1025.2,0.0,8.8,15.3,1.9,60.0,36.0,1.6,4.7,東南東,10.4
1973,3,20,1024.4,0.0,10.6,17.8,3.5,66.0,40.0,1.9,3.5,東,8.4
1973,3,21,1013.6,7.0,11.0,16.3,8.6,68.0,39.0,2.3,7.2,北,6.9
1973,3,22,1019.6,0.0,9.7,17.6,1.9,45.0,25.0,2.0,6.5,東北東,11.3
1973,3,23,1016.3,0.0,10.8,17.6,3.7,69.0,49.0,1.5,4.8,南,4.6
1973,3,24,1013.5,0.0,12.2,21.0,5.6,49.0,13.0,3.0,7.8,西,11.0
1973,3,25,1017.4,0.0,8.8,15.8,3.2,41.0,21.0,1.6,6.0,西南西,11.4
1973,3,26,1023.6,0.0,7.6,13.6,0.1,51.0,34.0,1.4,5.2,南南東,10.9
1973,3,27,1027.7,0.0,10.1,15.9,2.0,57.0,26.0,2.0,5.0,南南東,10.5
1973,3,28,1020.5,0.0,15.2,19.9,10.7,69.0,61.0,1.6,3.3,西,0.0
1973,3,29,1015.3,0.0,17.2,21.6,12.6,83.0,63.0,1.6,3.2,南南東,2.6
1973,3,30,1012.5,0.5,17.9,21.0,15.4,86.0,71.0,1.2,2.8,南南東,0.7
1973,3,31,1010.8,0.5,18.5,21.2,16.3,87.0,74.0,1.3,2.7,南,0.0
1973,4,1,1010.2,0.0,19.0,23.9,14.2,81.0,38.0,1.7,4.5,南東,10.0
1973,4,2,1006.3,3.0,18.0,22.5,14.8,77.0,55.0,1.7,4.7,南,6.7
1973,4,3,1011.0,0.0,16.0,21.2,10.3,62.0,39.0,2.1,4.8,南南西,9.3
1973,4,4,1010.6,7.0,12.2,15.0,9.5,74.0,45.0,2.0,4.0,北北東,0.0
1973,4,5,1018.2,0.0,11.1,18.0,3.7,44.0,26.0,2.2,5.3,南南東,11.4
1973,4,6,1024.8,0.0,11.4,18.3,3.2,61.0,18.0,2.2,4.2,南,8.6
1973,4,7,1024.8,0.0,12.3,16.9,8.2,74.0,64.0,2.2,3.8,西,0.0
1973,4,8,1020.3,0.0,15.9,21.2,9.3,81.0,54.0,1.7,5.0,東南東,3.9
1973,4,9,1014.0,6.0,18.9,24.3,16.0,80.0,54.0,1.7,3.7,南,1.6
1973,4,10,1006.3,22.5,18.8,22.2,16.8,95.0,81.0,1.3,2.7,東南東,0.0
1973,4,11,1005.6,1.0,19.4,21.3,17.6,92.0,81.0,1.4,3.3,東南東,0.0
1973,4,12,1005.7,0.0,19.2,23.5,13.2,75.0,48.0,2.5,6.7,西,1.7
1973,4,13,1019.8,0.0,14.7,20.1,8.3,55.0,38.0,2.2,4.3,北東,12.1
1973,4,14,1022.3,0.0,14.1,17.6,8.9,73.0,58.0,1.7,3.2,西,1.4
1973,4,15,1015.1,59.5,14.3,15.6,12.9,95.0,85.0,1.8,4.0,西南西,0.0
1973,4,16,1014.8,60.5,16.7,18.2,14.4,97.0,94.0,2.3,7.3,東南東,0.0
1973,4,17,1006.3,18.0,19.3,25.8,14.6,76.0,50.0,3.4,9.3,西南西,4.2
1973,4,18,1015.9,0.0,15.3,20.9,10.9,56.0,33.0,1.6,4.5,南東,8.7
1973,4,19,1017.4,0.0,15.5,21.3,8.0,60.0,37.0,1.6,3.8,南南東,7.3
1973,4,20,1014.2,8.5,16.1,18.2,13.5,87.0,74.0,1.0,2.3,南南東,0.6
1973,4,21,1014.1,51.0,15.1,17.7,13.9,91.0,66.0,1.7,4.3,西,0.0
1973,4,22,1011.9,7.0,20.2,27.2,15.1,67.0,26.0,2.2,5.3,北北東,11.9
1973,4,23,1019.9,0.0,19.3,25.1,12.7,66.0,41.0,1.9,4.0,南東,10.0
1973,4,24,1015.1,71.0,19.7,22.5,17.0,92.0,79.0,2.7,9.0,東南東,0.5
1973,4,25,1015.0,0.0,20.8,26.4,16.2,82.0,58.0,1.8,4.7,南南東,10.7
1973,4,26,1008.1,45.5,18.4,22.2,15.5,87.0,64.0,1.3,4.0,南南東,1.9
1973,4,27,1007.1,0.5,18.4,25.0,13.0,59.0,17.0,2.1,5.7,北北東,9.8
1973,4,28,1016.0,0.0,17.2,24.3,9.6,57.0,23.0,2.2,4.2,南東,12.1
1973,4,29,1016.2,0.0,18.2,24.7,11.5,68.0,38.0,2.1,4.2,南南東,9.5
1973,4,30,1017.4,0.0,18.8,27.3,11.5,57.0,28.0,2.2,5.0,東南東,12.4
1973,5,1,1015.9,0.0,18.6,23.4,12.1,64.0,31.0,2.0,3.7,東,5.7
1973,5,2,1001.5,111.0,20.7,26.8,15.8,79.0,50.0,5.5,10.7,西,7.4
1973,5,3,1007.8,0.0,19.8,24.9,14.0,63.0,44.0,2.2,6.7,東南東,7.5
1973,5,4,1012.2,7.0,14.0,18.6,11.0,68.0,44.0,1.5,4.7,東北東,0.0
1973,5,5,1018.6,0.0,15.1,20.4,8.1,67.0,35.0,2.2,4.0,南南東,12.3
1973,5,6,1022.9,0.0,17.4,22.8,11.7,74.0,47.0,2.1,4.5,南東,8.1
1973,5,7,1021.8,4.5,18.6,22.4,14.0,75.0,54.0,3.7,7.5,東南東,4.3
1973,5,8,1010.3,122.0,19.6,21.1,18.0,96.0,89.0,2.4,5.8,東南東,0.0
1973,5,9,1008.5,0.0,19.5,21.3,17.8,96.0,87.0,1.4,3.2,南,0.0
1973,5,10,1009.9,0.0,18.7,24.7,12.9,55.0,22.0,2.4,5.5,北北東,12.0
1973,5,11,1012.5,0.0,17.2,23.6,11.4,54.0,25.0,2.1,5.3,北西,10.3
1973,5,12,1016.9,0.0,16.3,21.6,9.0,60.0,26.0,2.2,4.8,南南東,12.2
1973,5,13,1014.7,6.0,16.3,21.2,13.7,85.0,58.0,1.2,2.7,南南東,1.6
1973,5,14,1015.3,0.0,18.7,26.0,11.8,73.0,35.0,2.1,5.0,南東,12.7
1973,5,15,1017.5,0.0,19.4,25.9,12.9,66.0,31.0,1.9,4.2,南,10.0
1973,5,16,1011.4,45.5,17.3,18.7,16.4,91.0,74.0,1.8,4.7,東南東,0.0
1973,5,17,1003.2,0.0,21.2,26.4,16.5,75.0,57.0,2.0,4.3,南南東,6.0
1973,5,18,1002.3,16.0,18.8,20.7,15.5,96.0,83.0,1.3,2.8,西,0.0
1973,5,19,1005.7,0.0,19.8,26.0,13.0,58.0,25.0,2.0,4.0,南南東,9.6
1973,5,20,1006.3,0.0,20.1,26.9,14.0,45.0,18.0,2.9,8.8,西南西,11.4
1973,5,21,1011.7,0.0,18.8,24.6,12.5,56.0,30.0,2.3,5.0,南,11.4
1973,5,22,1015.2,0.0,19.5,25.8,12.7,59.0,37.0,1.7,5.2,南東,9.0
1973,5,23,1019.5,0.0,18.0,22.9,12.8,41.0,25.0,2.7,5.3,北,11.9
1973,5,24,1022.4,0.0,16.0,21.8,9.2,57.0,34.0,2.4,4.8,南南東,12.7
1973,5,25,1022.2,0.0,18.2,24.6,10.7,65.0,33.0,2.0,4.3,南南東,11.1
1973,5,26,1020.0,0.0,19.4,24.2,14.9,71.0,52.0,1.7,4.5,南,7.6
1973,5,27,1016.2,4.0,19.6,23.5,17.2,78.0,65.0,1.9,4.7,東南東,0.8
1973,5,28,1009.2,72.0,20.0,22.2,17.6,98.0,91.0,1.7,5.8,南南東,0.0
1973,5,29,1004.9,0.0,22.4,27.4,19.2,88.0,53.0,1.7,5.5,東,2.6
1973,5,30,1010.1,0.0,21.8,27.2,16.5,57.0,28.0,2.0,5.3,南,11.2
1973,5,31,1010.4,0.0,19.6,23.2,16.5,66.0,43.0,1.8,3.8,東南東,4.8
1973,6,1,1008.9,0.0,19.6,24.7,15.8,74.0,44.0,2.1,4.5,南,8.9
1973,6,2,1012.1,0.0,20.4,25.4,15.1,75.0,50.0,2.1,4.7,南東,10.7
1973,6,3,1013.5,0.0,20.7,25.9,16.0,67.0,47.0,2.2,5.2,南南東,10.7
1973,6,4,1014.1,6.5,19.8,24.3,15.4,75.0,48.0,1.9,4.5,南南東,3.5
1973,6,5,1012.5,21.0,18.7,21.9,16.9,92.0,78.0,1.4,2.8,東南東,0.0
1973,6,6,1006.1,12.5,17.8,19.6,16.2,93.0,85.0,1.9,4.3,西南西,0.0
1973,6,7,1004.0,0.5,21.7,26.2,17.4,72.0,50.0,1.6,3.3,南南東,6.2
1973,6,8,1010.3,0.0,21.2,27.5,15.0,58.0,36.0,2.1,4.8,東北東,13.1
1973,6,9,1014.7,0.0,20.8,28.0,14.3,69.0,36.0,2.0,5.7,南東,12.4
1973,6,10,1015.3,0.0,20.2,24.1,15.5,72.0,52.0,1.9,3.8,南東,10.2
1973,6,11,1014.1,0.0,22.6,27.9,17.2,67.0,43.0,2.4,5.0,西南西,11.4
1973,6,12,1014.3,0.0,22.0,26.1,17.6,69.0,46.0,2.1,4.3,南,9.4
1973,6,13,1012.8,0.0,22.6,27.6,18.8,70.0,51.0,2.2,4.7,南東,7.1
1973,6,14,1010.8,0.0,22.3,25.9,18.8,78.0,58.0,1.5,3.3,南南東,3.9
1973,6,15,1006.5,0.0,23.5,28.7,18.4,75.0,55.0,2.1,4.8,南東,11.8
1973,6,16,1007.8,0.0,22.3,26.6,18.4,79.0,54.0,2.0,4.2,南東,6.4
1973,6,17,1005.6,42.0,19.0,21.3,18.1,95.0,89.0,1.3,5.2,東,0.0
1973,6,18,1005.0,8.0,20.5,23.5,18.8,91.0,73.0,1.6,3.3,東,0.0
1973,6,19,1004.5,1.5,22.1,25.7,19.2,88.0,72.0,2.0,4.5,南東,5.4
1973,6,20,1003.8,0.0,22.5,25.7,20.0,85.0,68.0,1.6,4.2,南南西,1.6
1973,6,21,1004.2,0.0,22.8,26.9,18.4,81.0,66.0,1.7,4.3,南南東,8.0
1973,6,22,1001.5,4.5,22.5,27.1,19.8,85.0,67.0,1.8,5.2,南東,6.3
1973,6,23,999.8,0.0,22.7,28.0,18.0,83.0,63.0,1.6,3.8,南南東,7.3
1973,6,24,1002.8,0.0,23.1,30.0,16.3,68.0,39.0,2.3,6.0,北北東,12.7
1973,6,25,1007.8,0.0,22.7,27.8,17.8,76.0,57.0,2.0,4.5,南南東,10.0
1973,6,26,1006.3,31.5,20.5,21.1,19.5,94.0,83.0,1.6,3.2,西,0.0
1973,6,27,1004.4,10.5,24.5,29.3,21.1,91.0,76.0,1.5,3.8,南南東,5.1
1973,6,28,1009.2,0.0,25.6,29.5,21.8,82.0,66.0,2.0,4.2,南南東,8.8
1973,6,29,1011.4,6.5,24.8,27.1,23.1,92.0,81.0,1.2,3.0,南南東,0.0
1973,6,30,1012.7,0.0,25.8,29.6,22.4,85.0,71.0,1.8,4.0,南東,10.1
1973,7,1,1013.5,0.0,26.1,30.7,22.9,83.0,64.0,1.5,3.5,南南東,5.2
1973,7,2,1012.6,7.5,25.4,30.1,22.9,83.0,61.0,2.0,4.0,南東,7.6
1973,7,3,1011.5,12.5,24.7,28.6,22.0,85.0,71.0,1.4,3.5,南南東,2.7
1973,7,4,1013.1,0.0,24.8,29.5,20.9,79.0,61.0,2.0,5.0,南南東,7.8
1973,7,5,1014.0,0.0,24.9,30.4,20.2,78.0,60.0,2.0,4.8,南東,7.2
1973,7,6,1014.8,0.0,25.9,30.7,21.2,77.0,58.0,2.0,4.0,南東,12.1
1973,7,7,1012.8,0.0,26.9,32.3,22.0,73.0,55.0,2.0,4.2,南,11.1
1973,7,8,1009.4,0.0,27.2,32.6,22.1,75.0,53.0,2.2,4.5,東南東,11.2
1973,7,9,1008.4,0.0,26.5,30.9,22.5,81.0,62.0,1.9,4.0,南南東,8.2
1973,7,10,1009.3,0.0,27.4,31.4,23.3,79.0,54.0,1.8,4.2,南南東,9.2
1973,7,11,1010.4,0.0,27.5,31.7,22.9,81.0,64.0,1.8,4.0,南東,9.9
1973,7,12,1011.8,0.0,27.8,31.8,24.5,79.0,61.0,1.9,4.0,南南東,9.7
1973,7,13,1013.4,0.0,27.3,31.7,24.5,77.0,57.0,2.0,4.3,南東,9.1
1973,7,14,1013.7,0.0,27.3,31.4,22.9,76.0,59.0,2.1,4.5,南東,10.5
1973,7,15,1013.8,0.0,27.8,32.0,23.8,80.0,61.0,2.0,4.3,東南東,11.1
1973,7,16,1014.2,0.0,27.3,31.9,23.9,78.0,57.0,1.7,4.5,南南東,8.6
1973,7,17,1011.8,0.0,27.3,32.7,23.3,76.0,57.0,1.9,4.8,南南東,7.0
1973,7,18,1008.4,4.0,27.5,32.3,23.6,76.0,55.0,1.9,3.8,南南東,10.5
1973,7,19,1007.8,2.0,27.2,31.7,23.9,81.0,59.0,2.9,6.2,東南東,7.3
1973,7,20,1005.9,2.5,28.0,32.5,24.7,80.0,63.0,2.1,3.8,南南東,8.3
1973,7,21,1001.0,0.0,30.1,35.4,24.9,68.0,47.0,2.6,7.5,北北東,10.6
1973,7,22,1000.8,36.5,29.4,34.8,25.1,72.0,51.0,2.2,5.2,東,4.8
1973,7,23,1005.6,0.0,28.0,31.0,25.3,77.0,62.0,1.4,4.7,南東,0.2
1973,7,24,1010.6,0.0,26.0,29.2,24.6,83.0,74.0,1.9,4.0,南,1.0
1973,7,25,1011.3,0.0,25.4,27.3,24.2,83.0,70.0,1.4,2.7,西,0.0
1973,7,26,1009.1,61.0,24.7,25.3,24.0,96.0,92.0,1.9,5.5,東,0.0
1973,7,27,1009.3,3.5,25.7,29.4,23.6,86.0,69.0,1.5,4.0,南,0.0
1973,7,28,1008.3,2.0,24.3,26.1,23.2,91.0,77.0,1.4,2.7,北西,0.0
1973,7,29,1005.5,0.0,26.3,30.2,22.8,86.0,70.0,1.9,4.5,南南東,6.6
1973,7,30,1005.1,0.0,27.2,30.9,23.9,85.0,71.0,1.9,4.0,南東,7.2
1973,7,31,1005.0,2.5,27.8,30.2,26.5,85.0,72.0,2.5,5.3,南南西,1.1
1973,8,1,1007.9,14.0,27.7,31.1,24.3,85.0,71.0,2.0,4.8,南南東,6.1
1973,8,2,1009.8,0.0,27.6,30.7,25.3,87.0,80.0,2.1,4.0,南,3.3
1973,8,3,1011.8,0.5,28.2,31.7,25.3,86.0,72.0,2.0,4.8,南南東,5.5
1973,8,4,1014.7,6.0,27.8,32.0,25.0,83.0,64.0,2.0,4.3,南東,8.0
1973,8,5,1017.3,0.0,27.9,32.9,23.6,77.0,57.0,2.0,4.2,南南西,11.6
1973,8,6,1016.5,0.0,27.6,32.4,23.7,78.0,63.0,1.9,4.0,南南東,10.6
1973,8,7,1014.2,0.0,27.3,32.8,24.0,80.0,62.0,1.8,3.7,南東,7.8
1973,8,8,1013.3,0.0,27.5,32.8,22.8,76.0,56.0,1.7,3.8,南南東,10.0
1973,8,9,1014.3,0.0,27.7,32.9,23.9,78.0,57.0,1.7,3.8,南南東,9.7
1973,8,10,1014.5,0.0,28.1,33.3,23.6,75.0,54.0,1.7,4.5,南東,10.1
1973,8,11,1012.6,0.0,27.7,32.9,23.2,76.0,57.0,2.0,4.0,南,10.4
1973,8,12,1011.8,0.0,27.9,32.7,24.2,74.0,56.0,2.1,4.2,南東,9.8
1973,8,13,1011.2,0.0,27.2,33.0,23.0,74.0,60.0,2.0,4.2,南,6.2
1973,8,14,1009.2,0.5,26.9,32.5,23.1,81.0,52.0,1.9,3.8,南,5.3
1973,8,15,1008.9,49.0,26.6,30.3,24.2,88.0,76.0,3.4,8.3,東,3.0
1973,8,16,1009.5,65.0,26.2,30.0,24.7,93.0,80.0,3.4,5.7,東南東,1.1
1973,8,17,1010.1,69.0,26.4,29.0,24.9,93.0,84.0,3.0,5.2,南,0.1
1973,8,18,1011.7,36.5,27.1,29.9,24.7,85.0,75.0,2.3,5.3,南西,0.9
1973,8,19,1015.0,0.0,28.0,31.5,25.1,83.0,68.0,1.7,4.3,南東,7.6
1973,8,20,1017.5,0.0,28.6,32.7,25.3,81.0,61.0,1.7,4.2,南東,10.7
1973,8,21,1017.4,0.0,28.0,32.6,24.1,77.0,55.0,2.0,4.3,南,11.4
1973,8,22,1016.3,0.0,27.3,31.7,23.4,74.0,53.0,1.9,4.5,南東,12.3
1973,8,23,1015.0,0.0,25.8,30.8,22.1,77.0,55.0,2.0,4.3,南南東,3.9
1973,8,24,1010.5,61.0,23.9,26.5,22.8,92.0,81.0,1.8,7.7,西南西,0.0
1973,8,25,1010.7,0.0,27.0,31.0,23.1,82.0,65.0,1.7,3.5,南南東,9.6
1973,8,26,1014.4,25.5,24.6,26.3,23.1,93.0,83.0,1.3,3.5,北,0.0
1973,8,27,1015.6,0.5,26.8,31.1,23.0,85.0,72.0,1.8,4.2,南南東,9.8
1973,8,28,1015.8,0.0,27.5,32.2,24.3,81.0,65.0,1.9,4.0,南東,7.4
1973,8,29,1014.3,0.0,27.3,32.0,23.1,83.0,62.0,2.2,4.2,南東,7.5
1973,8,30,1014.4,0.0,27.5,31.4,23.4,78.0,63.0,1.8,4.2,南東,10.0
1973,8,31,1015.2,0.0,27.5,31.2,25.0,82.0,64.0,1.6,3.5,南東,6.5
1973,9,1,1015.0,19.0,27.4,31.9,23.9,82.0,64.0,2.3,5.0,南,7.4
1973,9,2,1014.9,4.5,26.1,29.7,22.4,85.0,73.0,1.6,3.5,東南東,2.9
1973,9,3,1014.0,0.5,26.4,30.2,23.3,80.0,56.0,1.5,3.3,西,2.3
1973,9,4,1014.2,110.0,24.3,29.1,21.8,85.0,66.0,2.4,6.3,北北東,3.0
1973,9,5,1011.5,2.5,23.8,26.4,21.8,90.0,81.0,1.2,2.8,南東,1.0
1973,9,6,1008.3,5.5,24.0,28.9,22.3,90.0,68.0,1.4,4.5,北北東,2.7
1973,9,7,1008.8,0.0,25.2,31.2,20.8,61.0,30.0,2.1,5.8,北北東,9.9
1973,9,8,1011.2,0.0,23.5,29.1,17.3,73.0,48.0,2.2,4.7,南,10.2
1973,9,9,1010.3,3.5,24.9,29.0,21.5,69.0,52.0,2.2,5.7,南,6.2
1973,9,10,1004.9,36.5,26.5,32.1,21.1,68.0,38.0,2.9,8.5,南南東,9.5
1973,9,11,1010.3,0.0,24.5,30.2,20.3,70.0,45.0,2.1,4.5,南東,7.3
1973,9,12,1013.0,0.0,23.4,29.0,18.7,71.0,44.0,1.5,3.5,南,4.0
1973,9,13,1011.4,17.0,20.0,22.3,18.7,91.0,73.0,1.7,3.7,西南西,0.0
1973,9,14,1011.7,0.0,22.7,28.9,18.3,69.0,40.0,2.2,5.0,北北東,9.6
1973,9,15,1014.9,0.0,22.3,26.5,17.8,74.0,51.0,1.6,3.3,南南西,2.8
1973,9,16,1014.6,0.0,22.8,26.4,20.5,80.0,59.0,1.5,3.3,南南東,0.7
1973,9,17,1015.3,0.0,22.1,26.1,18.9,78.0,60.0,1.5,2.8,南南西,2.8
1973,9,18,1012.7,7.0,20.9,23.0,19.0,91.0,84.0,1.6,3.3,西南西,0.0
1973,9,19,1012.3,13.0,23.7,28.3,19.6,86.0,63.0,1.6,3.8,南東,7.8
1973,9,20,1015.1,2.0,22.7,25.9,20.9,87.0,70.0,1.1,2.5,西南西,1.2
1973,9,21,1015.8,25.0,20.2,21.8,19.0,93.0,83.0,1.6,4.2,西南西,0.0
1973,9,22,1011.9,75.0,21.6,25.2,18.9,89.0,72.0,1.4,4.8,西北西,0.6
1973,9,23,1013.6,0.0,23.1,28.8,19.6,81.0,55.0,1.9,5.0,東北東,7.8
1973,9,24,1016.6,0.0,22.3,29.2,17.2,67.0,42.0,1.7,4.2,南南東,10.1
1973,9,25,1016.2,0.0,21.7,27.8,16.0,74.0,45.0,1.9,4.2,南,10.2
1973,9,26,1009.7,0.0,22.4,27.5,18.3,81.0,57.0,1.9,4.0,南,4.4
1973,9,27,1011.5,0.0,19.5,24.4,15.2,55.0,41.0,2.0,4.2,北東,9.9
1973,9,28,1017.5,0.0,19.7,26.4,13.4,66.0,37.0,2.2,4.0,南南東,10.7
